,Host,5/27,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,?,? Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,? Last 30,-1 Month ?,-2 Month ?,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Unis,Est Rev,Bonus,Days Month,Hours Month,Rewards Month,Link
82,7573460772341334029,gorgeousgoddessart,GO,2,7,@deravenj95,,CARRINGTON,168,Y,1.00,13,68%,15,2,45,40,-5,"115,210","132,278",2,"200,000","84,790",-,2,,"117,805","142,033","222,512",3,4,30,0,0,0,1x,0,0,$518,$0.00,18,60,0,https://www.tiktok.com/@gorgeousgoddessart
81,7581866697594978359,peggyscourlas,GO,5,3,@peggyssquad,,CARRINGTON,605,Y,1.00,27,141%,,,115,,,"115,479","132,587",2,"200,000","84,521",-,2,RU,"128,018","104,774","88,419",5,5,42,0,0,0,1x,0,0,$520,$0.00,22,80,0,https://www.tiktok.com/@peggyscourlas
84,7577837917884858382,whoistatumbittick,GO,-1,7,@tatumbittick,,ASHLEY,428,Y,1.00,4,21%,7,3,5,15,10,"112,186","128,806",2,"200,000","87,814",Down,2,,"112,186","130,504","357,203",-1,-1,13,0,0,0,-,0,0,$505,$0.00,8,20,0,https://www.tiktok.com/@whoistatumbittick
85,7359135814745391109,tha_dripp_phamily,GO,1,34,@moedagoat_,,LEVI,"4,116",Y,1.00,10,52%,11,1,27,30,3,"111,758","128,315",2,"200,000","88,242",-,2,,"116,793","187,997","1,076,461",0,5,22,"188,375","178,000","10,375",-,0,0,$503,$0.00,8,20,0,https://www.tiktok.com/@tha_dripp_phamily
86,7555294248464039991,follow_the_breeze,GO,2,9,@brianna_the_breeze,Music,CARRINGTON,184,Y,1.00,14,73%,15,1,50,40,-10,"109,437","125,650",2,"1,000,000","890,563",Down,5,RU,"135,701","680,010","455,513",5,5,48,"42,800","42,800",0,1x,0,0,$492,$0.00,22,80,0,https://www.tiktok.com/@follow_the_breeze
87,7359138377117106181,drewcasta,GO,5,28,@drewcasta,Gaming,CARRINGTON,285,Y,1.00,25,130%,,,106,,,"109,420","125,630",2,"100,000","-9,420",Up,1,,"129,379","49,882","23,671",5,5,38,"2,750",0,"2,750",1x,"2,750",0,$492,$0.00,22,80,0,https://www.tiktok.com/@drewcasta
88,7635772847754854414,rachelgraceviolin,GO,1,1,@rachelgraceviolin,Music,LEVI,39,Y,0.94,9,47%,11,2,22,29,7,"106,929","122,770",2,"100,000","-6,929",Up,1,,"106,929",,,,,9,0,0,0,-,0,0,$481,$0.00,8,19,0,https://www.tiktok.com/@rachelgraceviolin
91,7359139881689448454,dontaskhowmany,GO,-1,6,@_notthemomma,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"100,438","115,318",2,"100,000",-438,Down,1,,"100,438","2,301","22,004",-1,-1,5,0,0,0,-,0,0,$452,$0.00,8,20,0,https://www.tiktok.com/@dontaskhowmany
90,7620545088565002254,lokirising,GO,5,3,@aaronleegaming,Gaming,CARRINGTON,132,Y,1.00,22,115%,,,138,,,"100,744","115,669",2,"100,000",-744,Up,1,,"103,338","9,435","3,399",3,4,30,0,0,0,1x,0,0,$453,$0.00,18,60,0,https://www.tiktok.com/@lokirising
93,7359134507833982981,loisa_asmr,GO,-1,49,@loisa8427,ASMR,LEVI,325,Y,1.00,2,10%,7,5,5,15,10,"92,374","106,059",1,"300,000","207,626",Down,3,,"138,220","289,110","194,038",-1,-1,17,"32,500","12,000","20,500",-,0,0,$416,$0.00,8,20,0,https://www.tiktok.com/@loisa_asmr
94,7359134698641162245,roostersworld4,GO,4,45,@roostersworld98,,CARRINGTON,275,Y,1.00,22,115%,22,0,77,80,3,"92,070","105,710",1,"200,000","107,930",Down,2,,"117,055","122,518","284,545",5,5,40,300,300,0,1x,0,0,$414,$0.00,22,80,0,https://www.tiktok.com/@roostersworld4
89,7467472515904831489,backwoodscaiden,GO,4,16,@backwoodscaiden2025,Gaming,BRYTON,65,Y,1.00,19,99%,22,3,79,80,1,"105,878","121,564",2,"200,000","94,122",-,2,RU,"107,918","143,478","51,384",3,3,35,"11,300","15,300","-4,000",1x,0,0,$476,$0.00,18,60,0,https://www.tiktok.com/@backwoodscaiden
96,7359134517946417157,ashleymatute_,GO,2,50,@ashleymatute_,,LEVI,196,Y,1.00,12,63%,15,3,33,40,7,"87,205","100,124",1,"200,000","112,795",Down,2,,"102,942","114,935","118,859",1,-1,19,"39,250",0,"39,250",-,0,0,$392,$0.00,11,30,0,https://www.tiktok.com/@ashleymatute_
95,7548650142132584461,allltimesam,GO,3,9,@alltimesam,Gaming,BRYTON,113,Y,1.00,15,78%,18,3,60,60,0,"88,000","101,037",1,"100,000","12,000",-,1,,"93,806","81,396","103,917",3,4,28,0,0,0,-,0,0,$396,$0.00,18,60,0,https://www.tiktok.com/@allltimesam
97,7359135084659736581,samanthasingsit,GO,-1,39,@samanthasingsit,Music,CARRINGTON,64,Y,1.00,3,16%,7,4,5,15,10,"84,126","96,589",1,"500,000","415,874",Down,4,,"101,462","411,661","2,926,358",3,4,31,"1,571,275","1,629,900","-58,625",1x,0,0,$379,$0.00,18,60,0,https://www.tiktok.com/@samanthasingsit
98,7449907460980310033,tattedandspicy,GO,5,18,@tattedandspicy,,CARRINGTON,299,Y,1.00,26,136%,,,159,,,"83,742","96,148",1,"100,000","16,258",-,1,,"98,310","87,131","52,860",5,5,38,0,0,0,1x,0,0,$377,$0.00,22,80,0,https://www.tiktok.com/@tattedandspicy
92,7473189073168121873,bridgetryan,GO,0,16,@bridget0274,,LEVI,303,Y,1.00,7,37%,8,1,17,20,3,"95,168","109,267",1,"300,000","204,832",Down,3,RU,"95,925","297,316","43,615",2,0,26,"15,000","15,000",0,-,0,0,$428,$0.00,15,40,0,https://www.tiktok.com/@bridgetryan
99,7474398331670626321,_alycen,GO,5,16,@alycen_,,CARRINGTON,599,Y,1.00,26,136%,,,84,,,"82,594","94,830",1,"200,000","117,406",Down,2,,"116,869","164,817","127,646",5,5,42,"9,500","2,000","7,500",1x,"7,500",0,$372,$0.00,22,80,0,https://www.tiktok.com/@_alycen
100,7359135632007921670,24widmar,GO,-1,35,@gymlordmarkus,,LEVI,63,Y,1.00,7,37%,7,0,14,15,1,"79,017","90,723",1,"100,000","20,983",Down,1,,"86,559","41,333","139,543",-1,2,6,"111,600","5,000",0,-,0,0,$356,$0.00,8,20,0,https://www.tiktok.com/@24widmar
101,7612102618529185806,ajsrantroom,GO,3,3,@ajsrantroom,,LEVI,112,Y,1.00,17,89%,18,1,43,60,17,"75,989","87,247",1,"100,000","24,011",-,1,,"77,671","57,047","165,134",3,3,25,0,0,0,-,0,0,$342,$0.00,18,60,0,https://www.tiktok.com/@ajsrantroom
83,7359134813120659461,jeremiahboutross,GO,4,43,@jeremiahboutross,Gaming,CARRINGTON,88,Y,1.00,22,115%,22,0,76,80,4,"113,688","130,531",2,"500,000","386,312",Down,4,,"150,008","318,729","358,238",5,5,48,"138,100","131,100","7,000",1x,"7,000",0,$512,$0.00,22,80,0,https://www.tiktok.com/@jeremiahboutross
102,7616898653898194958,lo.forge,GO,1,3,@ren.music,Music,LEVI,"1,869",Y,1.00,9,47%,11,2,22,30,8,"70,243","80,649",1,"100,000","29,757",-,1,,"82,884","56,156","14,549",0,1,9,0,0,0,-,0,0,$316,$0.00,8,20,0,https://www.tiktok.com/@lo.forge
103,7615464895412453389,sweetvirgo381,GO,3,3,@sweetvirgo381,,LEVI,682,Y,1.00,26,136%,18,-8,54,60,6,"67,072","77,009",1,"200,000","132,928",Down,2,,"77,897","131,001","78,670",3,4,28,0,0,0,-,0,0,$302,$0.00,18,60,0,https://www.tiktok.com/@sweetvirgo381
105,7621509892486217741,victoria.booktok1773,GO,2,3,@tori17736034,,TITAN,41,Y,1.00,14,73%,15,1,64,40,-24,"63,615","73,039",1,"100,000","36,385",-,1,,"64,604","27,464","3,218",5,2,25,0,0,0,-,0,0,$286,$0.00,22,80,0,https://www.tiktok.com/@victoria.booktok1773
107,7359135589712560133,silvershadowmark,GO,4,35,@silvershadowmark,,CARRINGTON,374,Y,1.00,24,125%,22,-2,75,80,5,"61,481","70,589",1,"200,000","138,519",Down,2,,"63,854","140,850","185,396",5,5,39,"40,750","20,000","20,750",1x,"20,750",0,$277,$0.00,22,80,0,https://www.tiktok.com/@silvershadowmark
109,7620572339134218253,jdc..2000,GO,4,3,@jdc_2000,Music,SKYLER,"1,376",Y,1.00,22,115%,22,0,65,80,15,"60,201","69,120",1,"200,000","139,799",Down,2,RU,"72,992","126,522","29,564",4,5,35,0,0,0,1x,0,0,$271,$0.00,22,80,0,https://www.tiktok.com/@jdc..2000
110,7556036369030823991,perfectaimm,GO,3,8,,,LEVI,"1,693",Y,1.00,24,125%,18,-6,51,60,9,"58,357","67,002",1,"100,000","41,643",-,1,,"59,705","27,998","38,613",3,3,23,0,0,0,-,0,0,$263,$0.00,18,60,0,https://www.tiktok.com/@perfectaimm
106,7359135499635884038,the.camjohnson,GO,0,9,@the.camjohnson,,BRYTON,20,Y,1.00,7,37%,8,1,25,20,-5,"63,335","72,718",1,"100,000","36,665",-,1,,"64,267","11,736","7,016",-1,-1,4,"5,000","10,000","-5,000",-,0,0,$285,$0.00,8,20,0,https://www.tiktok.com/@the.camjohnson
111,7359139067122057222,phiva357,GO,1,27,@phiva357,,LEVI,119,Y,1.00,9,47%,11,2,29,30,1,"55,777","64,040",1,"100,000","44,223",-,1,,"58,428","67,731","14,918",1,-1,11,"3,500",0,"3,500",-,0,0,$251,$0.00,11,30,0,https://www.tiktok.com/@phiva357
113,7359135725004029958,official_hd_,GO,1,2,@hdgaming1,Gaming,BRYTON,5,Y,1.00,11,57%,11,0,23,30,7,"54,334","62,383",1,"100,000","45,666",-,1,,"54,363",32,,-1,,5,0,0,0,-,0,0,$245,$0.00,8,20,0,https://www.tiktok.com/@official_hd_
112,7593008002324545591,macdetecting,GO,2,1,@macdetecting,,LEVI,"2,001",Y,0.65,11,57%,10,-1,22,26,4,"55,052","63,208",1,"100,000","44,948",-,1,,"55,052",,,,,8,0,0,0,-,0,0,$248,$0.00,6,13,0,https://www.tiktok.com/@macdetecting
115,7592009074502451213,clovonet02,GO,5,5,@clovonet8977,Gaming,CARRINGTON,404,Y,1.00,27,141%,,,168,,,"52,209","59,944",1,"100,000","47,791",-,1,,"58,692","38,676","24,354",5,5,33,0,0,0,1x,0,0,$235,$0.00,22,80,0,https://www.tiktok.com/@clovonet02
116,7410415784117436432,popcultkillers,GO,4,4,@popcultkillers,Music,LEVI,54,Y,1.00,21,110%,22,1,68,80,12,"51,011","58,568",1,"100,000","48,989",-,1,,"72,183","52,636","13,342",2,1,22,0,0,0,-,0,0,$230,$0.00,15,40,0,https://www.tiktok.com/@popcultkillers
117,7572619473346150413,sweetlilahxoxo,GO,-1,3,@sweetlilahxoxo,,LEVI,"1,180",Y,1.00,6,31%,7,1,18,15,-3,"49,172","56,457",1,"500,000","450,828",Down,4,,"82,130","450,943","171,060",2,4,24,0,0,0,-,0,0,$221,$0.00,15,40,0,https://www.tiktok.com/@sweetlilahxoxo
114,7498149470513889297,sierralevesquemusic,GO,-1,14,@sierralevesque,Music,LEVI,562,Y,1.00,3,16%,7,4,7,15,8,"53,787","61,755",1,"100,000","46,213",Down,1,,"61,824","56,324","122,448",-1,0,5,"40,500","5,000","35,500",-,0,0,$242,$0.00,8,20,0,https://www.tiktok.com/@sierralevesquemusic
118,7359134527924666373,_archangel_l,GO,3,49,@jonwick534253642,Gaming,LEVI,877,Y,1.00,17,89%,18,1,104,60,-44,"48,681","55,893",1,"100,000","51,319",-,1,,"49,091","41,766","174,899",2,4,21,"5,000",0,"5,000",-,0,0,$219,$0.00,15,40,0,https://www.tiktok.com/@_archangel_l
120,7620606733773258766,cupcakesareverygood,GO,1,3,@pandorathexplora7564,Music,LEVI,294,Y,1.00,9,47%,11,2,26,30,4,"45,222","51,922",1,"100,000","54,778",-,1,,"48,568","54,658","21,873",1,-1,10,0,0,0,-,0,0,$203,$0.00,11,30,0,https://www.tiktok.com/@cupcakesareverygood
121,7359135361911652357,shelbyjo89,GO,5,37,@shelbyjo89,,CARRINGTON,50,Y,1.00,24,125%,,,108,,,"45,086","51,765",1,"100,000","54,914",-,1,,"50,263","48,049","88,264",5,5,34,0,0,0,1x,0,0,$203,$0.00,22,80,0,https://www.tiktok.com/@shelbyjo89
122,7359137468693872645,shed0fficial,GO,3,23,@shedsings,,LEVI,209,Y,1.00,15,78%,18,3,80,60,-20,"44,784","51,419",1,"200,000","155,216",Down,2,,"45,732",-1,"142,643",,5,13,"2,750",0,"2,750",-,0,0,$202,$0.00,8,20,0,https://www.tiktok.com/@shed0fficial
124,7359135264155107334,danielsbrowning,GO,-1,37,@danielsbrowning,,LEVI,43,Y,1.00,4,21%,7,3,7,15,8,"39,096","44,888",1,"100,000","60,904",Down,1,,"43,933","81,799","87,945",0,-1,7,0,0,0,-,0,0,$176,$0.00,8,20,0,https://www.tiktok.com/@danielsbrowning
125,7556036936314470414,laketimemamaw,GO,2,3,@laketimemamaw,,LEVI,740,Y,1.00,15,78%,15,0,35,40,5,"38,440","44,135",1,"200,000","161,560",Down,2,,"44,011","122,973","135,462",3,3,24,0,0,0,-,0,0,$173,$0.00,18,60,0,https://www.tiktok.com/@laketimemamaw
126,7391102885259690001,riahx2x,GO,4,23,@riahx319,,LEVI,284,Y,1.00,25,130%,22,-3,72,80,8,"38,221","43,883",1,"100,000","61,779",-,1,,"40,053","36,304","17,344",4,3,28,0,0,0,-,0,0,$172,$0.00,22,80,0,https://www.tiktok.com/@riahx2x
127,7398369743926804497,ryanrevard,GO,1,22,@ryanrevard,,LEVI,244,Y,1.00,8,42%,11,3,20,30,10,"37,806","43,407",1,"100,000","62,194",-,1,,"42,473","17,946","11,001",-1,-1,4,0,0,0,-,0,0,$170,$0.00,8,20,0,https://www.tiktok.com/@ryanrevard
127,7631345371062583309,curlykelss,GO,3,2,@curlykelss,,LEVI,"2,469",Y,1.00,24,125%,18,-6,58,60,2,"37,713","43,300",1,"100,000","62,287",-,1,,"39,260","2,504",,2,,16,0,0,0,-,0,0,$170,$0.00,15,40,0,https://www.tiktok.com/@curlykelss
123,7423567910435635217,xx_destmarie,GO,3,7,@destmarie25,,LEVI,"1,080",Y,1.00,17,89%,18,1,71,60,-11,"40,108","46,050",1,"100,000","59,892",-,1,,"40,382","54,488","16,538",2,4,20,0,0,0,-,0,0,$180,$0.00,15,40,0,https://www.tiktok.com/@xx_destmarie
104,7359135017219424262,864_queen,GO,-1,40,@864_queen,,LEVI,23,Y,1.00,2,10%,7,5,3,15,12,"64,184","73,693",1,"100,000","35,816",Down,1,,"64,184","6,564",0,-1,-1,3,"116,125","19,300","96,825",-,0,0,$289,$0.00,8,20,0,https://www.tiktok.com/@864_queen
130,7620562764913852430,lunaticcupcakettv,GO,4,3,@1lunaticcupcake,,SKYLER,481,Y,1.00,25,130%,22,-3,77,80,3,"33,991","39,027",1,"100,000","66,009",-,1,,"44,225","91,077","22,120",5,4,33,0,0,0,1x,0,0,$153,$0.00,22,80,0,https://www.tiktok.com/@lunaticcupcakettv
129,7396274276959174672,cosmictay13,GO,3,1,@cosmictay13,Gaming,BRYTON,7,Y,0.39,8,42%,7,-1,21,24,3,"35,766","41,065",1,"100,000","64,234",-,1,,"35,766",,,,,10,0,0,0,-,0,0,$161,$0.00,4,8,0,https://www.tiktok.com/@cosmictay13
108,7638128597701509133,znation38,GO,2,1,@znation82,,DYLAN,33,Y,0.45,6,31%,7,1,19,19,0,"60,935","69,962",1,"100,000","39,065",-,1,,"60,935",,,,,9,0,0,0,-,0,0,$274,$0.00,4,10,0,https://www.tiktok.com/@znation38
133,7541597194860838926,x.xiii.x,GO,-1,10,@luciaxiii,,LEVI,83,Y,1.00,3,16%,7,4,6,15,9,"28,956","33,246",1,"100,000","71,044",Down,1,,"28,956","4,398","6,752",-1,-1,1,0,0,0,-,0,0,$130,$0.00,8,20,0,https://www.tiktok.com/@x.xiii.x
134,7435830178007449617,its_gigi_babi,GO,3,19,@gigi_babi,,LEVI,111,Y,1.00,16,84%,18,2,63,60,-3,"28,644","32,888",1,"100,000","71,356",-,1,,"31,641","67,544","41,125",3,4,23,0,0,0,-,0,0,$129,$0.00,18,60,0,https://www.tiktok.com/@its_gigi_babi
131,7478580508411084801,auesomemoma,GO,3,5,@auesomemoma,,LEVI,17,Y,1.00,17,89%,18,1,71,60,-11,"33,360","38,302",1,"100,000","66,640",-,1,,"33,516",847,"1,565",-1,-1,10,0,0,0,-,0,0,$150,$0.00,8,20,0,https://www.tiktok.com/@auesomemoma
135,7451027162578255889,skullznbowlz,GO,2,18,,,SIERRA,33,Y,1.00,11,57%,15,4,50,40,-10,"26,552","30,486",1,"100,000","73,448",-,1,,"26,552","8,526","13,368",-1,5,8,0,0,0,-,0,0,$119,$0.00,8,20,0,https://www.tiktok.com/@skullznbowlz
136,7415856990070751233,zezecod,GO,2,21,@zeze.ios_28371,,LEVI,441,Y,1.00,14,73%,15,1,39,40,1,"26,343","30,246",1,"100,000","73,657",-,1,,"31,130","55,164","38,323",3,2,18,0,0,0,-,0,0,$119,$0.00,18,60,0,https://www.tiktok.com/@zezecod
137,7359134530801958917,relaxwithrissa,GO,-1,5,@rissa5605,ASMR,LEVI,302,Y,1.00,5,26%,7,2,16,15,-1,"26,007","29,860",1,"100,000","73,993",Down,1,,"29,049","13,732","29,453",-1,-1,1,"2,750",0,"2,750",-,0,0,$117,$0.00,8,20,0,https://www.tiktok.com/@relaxwithrissa
119,7589643748636868663,miss__kimmy,GO,3,5,@kimmys_8_46425,,ASHLEY,86,Y,1.00,16,84%,18,2,44,60,16,"45,503","52,244",1,"100,000","54,497",-,1,,"51,127","63,110","59,964",4,3,27,0,0,0,-,0,0,$205,$0.00,22,80,0,https://www.tiktok.com/@miss__kimmy
132,7359136328962801669,dougielifts,GO,4,33,@dougie9192,,CARRINGTON,389,Y,1.00,18,94%,22,4,60,80,20,"30,462","34,975",1,"100,000","69,538",-,1,,"33,150","48,658","48,741",5,2,30,"13,250",0,"13,250",1x,"13,250",0,$137,$0.00,22,80,0,https://www.tiktok.com/@dougielifts
139,7571250938317651982,therealhambino,GO,5,7,@therealhambino,,BRYTON,"3,276",Y,1.00,24,125%,,,86,,,"24,820","28,497",1,"100,000","75,180",-,1,,"25,137","26,489","15,330",4,3,29,0,0,0,-,0,0,$112,$0.00,22,80,0,https://www.tiktok.com/@therealhambino
140,7359136208573792261,mikaylaa.10,GO,-1,33,@mikaylaa10,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"24,528","28,162",1,"100,000","75,472",Down,1,,"26,493","10,132","8,969",-1,-1,1,"21,575","3,200","18,375",-,0,0,$110,$0.00,8,20,0,https://www.tiktok.com/@mikaylaa.10
138,7577930487646306318,lancektyree,GO,5,4,@lancek.tyree,,SKYLER,"2,331",Y,1.00,27,141%,,,211,,,"24,840","28,520",1,"100,000","75,160",-,1,,"27,816","62,964","20,139",5,5,34,0,0,0,1x,0,0,$112,$0.00,22,80,0,https://www.tiktok.com/@lancektyree
142,7630269203248988173,officialmamatink,GO,-1,2,@itsthetinkerbell,,LEVI,154,Y,1.00,4,21%,7,3,6,15,9,"22,931","26,328",1,"100,000","77,069",Down,1,,"27,304","8,147",,-1,,1,0,0,0,-,0,0,$103,$0.00,8,20,0,https://www.tiktok.com/@officialmamatink
144,7538007038555897911,celia.silva072,GO,-1,10,@celiasilva072,,LEVI,12,Y,1.00,4,21%,7,3,11,15,4,"22,067","25,336",1,"100,000","77,933",Down,1,,"22,067","61,323","123,346",2,3,11,0,0,0,-,0,0,$99,$0.00,15,40,0,https://www.tiktok.com/@celia.silva072
146,7550884206759559223,uriquarlesceodfm,GO,1,9,@uriq0728,,LEVI,68,Y,1.00,9,47%,11,2,21,30,9,"21,645","24,852",1,"100,000","78,355",-,1,,"22,566","89,042","147,457",1,2,12,0,0,0,-,0,0,$97,$0.00,11,30,0,https://www.tiktok.com/@uriquarlesceodfm
147,7366442966518349840,leoricalenz,GO,4,1,@saulgravywfk,,LEVI,172,Y,0.77,16,84%,18,2,83,62,-21,"21,016","24,129",1,"100,000","78,984",-,1,,"21,016",,,,,13,0,0,0,-,0,0,$95,$0.00,7,16,0,https://www.tiktok.com/@leoricalenz
148,7379399852419219473,callsign.lilparker780,GO,5,2,@lilparker,,CARRINGTON,42,Y,1.00,23,120%,,,183,,,"19,797","22,730",1,"100,000","80,203",-,1,,"20,136","8,208",,5,,31,0,0,0,1x,0,0,$89,$0.00,22,80,0,https://www.tiktok.com/@callsign.lilparker780
143,7359135353263030278,codyglenncoxmusic,GO,-1,37,@codyglenncoxmusic,Music,LEVI,300,Y,1.00,6,31%,7,1,11,15,4,"22,554","25,895",1,"100,000","77,446",Down,1,,"22,554","2,481","85,859",-1,1,1,"10,875",0,"10,875",-,0,0,$101,$0.00,8,20,0,https://www.tiktok.com/@codyglenncoxmusic
145,7634301975663919118,fuzzandfuel,GO,2,2,@fuzzandfuel,Music,SKYLER,"1,007",Y,1.00,12,63%,15,3,40,40,0,"21,648","24,855",1,"100,000","78,352",-,1,,"21,648",0,,-1,,7,0,0,0,-,0,0,$97,$0.00,8,20,0,https://www.tiktok.com/@fuzzandfuel
148,7579814318795997197,gudinoashley,GO,3,6,@ajgudino87,,LEVI,188,Y,1.00,17,89%,18,1,55,60,5,"20,422","23,447",1,"100,000","79,578",-,1,,"22,028","21,003","26,399",4,4,24,0,0,0,-,0,0,$92,$0.00,22,80,0,https://www.tiktok.com/@gudinoashley
141,7495549920183648257,the.bolter_32,GO,2,14,@accountnot.found29,,COLTON,114,Y,1.00,11,57%,15,4,38,40,2,"24,241","27,832",1,"100,000","75,759",-,1,,"24,443","3,314","3,513",-1,-1,7,0,0,0,-,0,0,$109,$0.00,8,20,0,https://www.tiktok.com/@the.bolter_32
152,7570175504641474574,foolishondemkeyz,GO,4,7,@foofoo29.,,TRE,333,Y,1.00,20,104%,22,2,64,80,16,"18,700","21,470",1,"100,000","81,300",-,1,,"18,992","21,844","46,867",5,5,30,"5,000",0,"5,000",1x,"5,000",0,$84,$0.00,22,80,0,https://www.tiktok.com/@foolishondemkeyz
151,7434366416461135873,ifeelthelove3,GO,2,2,@tifftheog.,,LEVI,84,Y,1.00,17,89%,15,-2,35,40,5,"19,105","21,935",1,"100,000","80,895",-,1,,"29,735","41,675",,3,,18,0,0,0,-,0,0,$86,$0.00,18,60,0,https://www.tiktok.com/@ifeelthelove3
153,7635240999958200334,coburnofficial,GO,-1,1,@erincoburnofficial,Music,SKYLER,808,Y,0.97,2,10%,7,5,8,15,7,"18,200","20,896",1,"100,000","81,800",Down,1,,"18,200",,,,,1,0,0,0,-,0,0,$82,$0.00,8,20,0,https://www.tiktok.com/@coburnofficial
155,7523616145459527681,midnightxreign,GO,-1,7,@marianaabb,,ALLIE,7,Y,1.00,4,21%,7,3,10,15,5,"17,403","19,981",1,"100,000","82,597",Down,1,,"17,403",283,"4,755",-1,-1,1,0,0,0,-,0,0,$78,$0.00,8,20,0,https://www.tiktok.com/@midnightxreign
149,7630914499037675533,lesbreehonestt,GO,2,2,@lesbreehonest,,JOE,36,Y,1.00,14,73%,15,1,31,40,9,"19,329","22,193",1,"100,000","80,671",-,1,,"20,649","3,475",,1,,10,0,0,0,-,0,0,$87,$0.00,11,30,0,https://www.tiktok.com/@lesbreehonestt
156,7595741738505879565,jamjamish,GO,-1,5,@jamjamishh,Gaming,BRYTON,55,Y,1.00,5,26%,7,2,15,15,0,"17,166","19,709",1,"100,000","82,834",Down,1,,"17,520","16,826","56,109",-1,-1,1,0,0,0,-,0,0,$77,$0.00,8,20,0,https://www.tiktok.com/@jamjamish
154,7641752826053607438,bigpapaaust,GO,4,1,@austinoc,Gaming,LEVI,118,Y,0.39,8,42%,9,1,37,31,-6,"18,025","20,695",1,"100,000","81,975",-,1,,"18,025",,,,,13,0,0,0,-,0,0,$81,$0.00,4,8,0,https://www.tiktok.com/@bigpapaaust
158,7554608530725126157,queen_ortiz__,GO,1,9,@ezmeralda0249,,LEVI,21,Y,1.00,10,52%,11,1,38,30,-8,"16,701","19,175",1,"100,000","83,299",-,1,,"16,769","1,840","5,017",1,1,7,0,0,0,-,0,0,$75,$0.00,11,30,0,https://www.tiktok.com/@queen_ortiz__
157,7574516554717675575,fabtiff75,GO,0,7,@tiffraz5,,LEVI,136,Y,1.00,14,73%,8,-6,18,20,2,"16,976","19,491",1,"100,000","83,024",-,1,,"19,365","18,292","49,050",2,2,8,0,0,0,-,0,0,$76,$0.00,15,40,0,https://www.tiktok.com/@fabtiff75
159,7386895531936727041,foreveryapping,GO,0,23,@maddieesoon,,COLTON,393,Y,1.00,7,37%,8,1,22,20,-2,"16,049","18,427",1,"100,000","83,951",-,1,,"19,182","31,420","14,678",4,2,15,"46,000","1,000","45,000",-,0,0,$72,$0.00,22,80,0,https://www.tiktok.com/@foreveryapping
160,7637928830879055885,niknak_89,GO,-1,1,@toxic_nicole,,PAUL,7,Y,0.74,1,5%,6,5,2,12,10,"15,911","18,268",1,"100,000","84,089",Down,1,,"15,911",,,,,1,0,0,0,-,0,0,$72,$0.00,6,15,0,https://www.tiktok.com/@niknak_89
160,7478246021491998736,therealvioletfoxx,GO,4,2,@fox_off,Gaming,CARRINGTON,7,Y,1.00,20,104%,22,2,116,80,-36,"15,726","18,056",1,"100,000","84,274",-,1,,"20,547","50,190",,5,,30,0,0,0,1x,0,0,$71,$0.00,22,80,0,https://www.tiktok.com/@therealvioletfoxx
164,7401303186457444368,codenamekodi,GO,0,22,@codenamekodi,,LEVI,652,Y,1.00,7,37%,8,1,16,20,4,"14,592","16,754",1,"100,000","85,408",-,1,,"14,592","11,202","4,386",-1,-1,2,0,0,0,-,0,0,$66,$0.00,8,20,0,https://www.tiktok.com/@codenamekodi
163,7620003149398458382,foreverinoregon,GO,3,3,@foreverinoregon,,TITAN,489,Y,1.00,21,110%,18,-3,50,60,10,"15,031","17,258",1,"100,000","84,969",-,1,,"20,333","59,574","38,225",4,5,25,0,0,0,-,0,0,$68,$0.00,22,80,0,https://www.tiktok.com/@foreverinoregon
166,7534556145336238093,healingwithjohnathan,GO,-1,2,@healingwithjohnathan,,SKYLER,127,Y,1.00,3,16%,7,4,8,15,7,"14,437","16,576",1,"100,000","85,563",Down,1,,"14,437",0,,-1,,1,0,0,0,-,0,0,$65,$0.00,8,20,0,https://www.tiktok.com/@healingwithjohnathan
166,7631737730099232782,heffanie.95,GO,0,2,@turkey25,,JOE,181,Y,1.00,7,37%,8,1,15,20,5,"14,045","16,126",1,"100,000","85,955",-,1,,"19,942","6,514",,3,,11,0,0,0,-,0,0,$63,$0.00,18,60,0,https://www.tiktok.com/@heffanie.95
168,7403953558330032145,annaaweartist,GO,-1,22,@annaaweartist,Music,LEVI,56,Y,1.00,3,16%,7,4,6,15,9,"13,925","15,988",1,"100,000","86,075",Down,1,,"13,925","1,001",0,-1,-1,1,"56,700","54,200","2,500",-,0,0,$63,$0.00,8,20,0,https://www.tiktok.com/@annaaweartist
169,7359134725187207174,g_money0805,GO,-1,45,@g_money0805,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"13,846","15,897",1,"100,000","86,154",Down,1,,"13,950","1,444","3,204",-1,-1,1,0,0,0,-,0,0,$62,$0.00,8,20,0,https://www.tiktok.com/@g_money0805
